10.5	53	-23	-20	24	-17	45	7	2	-27	61	62	58	60	66	46	49	64	19	16	34	63	54	44	51	38	65	-25	13	3	27	17	59	35	-19	-21	-13	-8	32	0	36	40	-4	-6	50	21.5	-7	56	-22	-3	9	4.5	-16	23	57	-12	1	26	52	15	42	-15	6	4.5	-14	-5	14	12	-1	28	-2	41	10.5	20	-9	39	-26	43	-11	55	37	31	25	-10	33	47	8	30	21.5	18	-24	-18	29	48
19	-11	64	-20	33	-12	58	15	47	14	49	-19	10	66	25	-2	-14	-27	29	38	50	56	62	60	-5	45	61	43	22	-16	19	27	26	51	-18	-15	42	1	-3	3	53	57	5	11	-21	0	2	-7	-23	7	17	12.5	-9	32	4	-22	9	36	-10	24	48	-6	6	12.5	-8	-26	23	21	8	39	37	-13	19	30	35	55	-25	52	-4	63	54	46	34	-1	41	59	16	44	31	28	-24	-17	40	65
20.5	-8	62	-20	33	-7	57	16	48	42	50	-17	11	-21	2	-12	-13	-27	28	61	51	-23	-24	65	39	46	60	44	15	-14	43	26	6	52	-16	-10	0	3	22	5	53	56	8	12	-18	38	4	-3	-19	17	19	13.5	-5	32	7	59	10	36	-6	37	49	-2	29	13.5	-4	-26	24	23	9	40	25	-9	20.5	30	35	55	-25	66	-1	64	54	47	34	1	41	58	18	45	31	27	-22	-15	-11	63
18.5	-11	60	-22	30	64	56	14	46	40	48	-19	9	-23	-1	-13	-14	-15	25	36	49	-4	-25	63	37	44	59	42	13	-16	41	23	3	50	-18	55	-3	0	20	2	51	54	5	10	-21	35	1	-7	-20	15	17	11.5	-9	29	4	58	8	33	-10	34	47	-6	26	11.5	-8	-27	22	21	7	38	6	-12	18.5	27	32	53	-26	65	-5	62	52	45	31	-2	39	57	16	43	28	24	-24	-17	66	61
27	3	-16	-14	40	48	-24	25	50	65	5	-8	10	-15	66	-11	-4	-22	35	63	52	-18	-27	-5	9	43	60	-20	24	-9	49	34	16	47	-7	-12	4	12	30	14	53	58	38	7	11	45	13	-1	-13	8	18	22.5	-3	39	26	57	21	42	-2	44	-10	15	37	22.5	2	-25	33	29	20	46	28	-6	61	31	-26	56	-23	1	0	62	54	51	41	6	-21	59	19	32	17	36	-17	-19	55	64
-15	-13	36	27	34	45	-16	2	-24	25	-23	20	5	-10	9	47	11	60	-27	30	-14	53	-25	-4	-11	61	42	37	63	49	32	17	10	20	39	-21	62	0	-3	46	18	48	31	8	4	24	38	50	-22	26	16	12	57	55	6	-19	3	22	51	23	65	-7	35	14	-6	15	58	1	56	-2	13	-26	43	64	33	-12	52	-9	66	-8	54	41	-17	-5	7	-1	20	-18	29	28	40	-20	59	44
54	-14	-20	17	29	27	24	59	61	35	41	13	3	8	40	42	7	-25	32	26	-17	51	63	-4	13	31	-19	33	23	47	38	21	60	13	65	39	-3	0	34	45	28	46	22	4	2	-6	37	48	50	16	10	6	-23	52	64	-5	1	58	49	19.5	-8	-10	30	-12	-9	-2	55	25	-24	-1	9	57	44	-26	36	62	56	-11	-18	5	66	53	-16	-13	13	-7	13	-21	19.5	18	-22	-27	-15	43
43	-19	-24	7	19	17	14	49	56	24	31	3	-6	-2	30	47	-3	-27	22	16	-22	40	61	-12	3	21	-23	-26	13	36	28	11	59	33	60	29	39	-9	23	34	18	35	12	-5	-7	52	26	37	45	6	0	-4	3	41	64.5	-13	-8	53	38	9.5	-14	-16	20	48	-15	-11	44	15	64.5	-10	-1	27	32	64.5	25	57	46	-18	64.5	58	62	42	-21	-17	3	51	3	55	9.5	8	-25	54	-20	50
43	-17	-23	10	22	20	17	49	58	26	55	6	-3	1	31	47	0	-26	24	19	-20	40	60	-9	6	-13	-22	-25	16	36	29	14	63	33	65.5	30	39	-6	25	34	21	35	15	-2	-4	50	28	37	-21	9	3	-1	6	41	-27	-10	-5	56	38	12.5	-11	-14	23	48	-12	-8	44	18	45	-7	2	54	32	65.5	27	62	46	-16	59	61	64	42	-19	-15	6	53	6	57	12.5	11	-24	52	-18	51
55	-3	57	24	37	35	31	62	-12	65	60	20	10	14.5	44	59	13	-20	39	34	-6	53	-19	33	20	0	-9	-18	30	51	40	28	-13	47	-21	-10	14.5	7	41	48	36	49	29	11	9	63	43	52	50	23	17	12	20	54	-26	4	8	-24	-14	26.5	2	-1	38	61	1	5	56	32	-17	6	16	-8	46	-27	42	-23	58	-4	-7	-16	-15	45	-22	-2	20	3	20	66	26.5	25	-11	-25	-5	64
51	-6	53	20	32	30	27	58	55	62	42	16	6	11.5	40	-17	9	43	35	64	-8	63	-20	29	16	-3	-11	-19	26	48	36	24	-14	45	-21	-12	11.5	3	37	46	31	47	25	7	5	57	39	49	-10	19	10	8	16	50	-26	0	4	-23	33	22.5	-1	-4	34	56	-2	1	52	28	66	2	13	61	44	-27	38	-22	54	59	-9	-16	-15	41	-25	-5	16	-18	16	65	22.5	21	-13	-24	-7	60
45	-2	66	22	33	31	29	59	61	65	44	18	9	14	41	-17	12	46	35	62	-5	53	-21	-4	18	0	-8	37	28	51	36	26	-13	48	-22	-10	-14	6	38	49	32	50	27	10	8	56	40	52	-11	21	13	11	18	54	-26	3	7	42	-9	24.5	2	-1	34	63	1	4	55	30	-18	5	15	57	47	-27	39	-24	-19	60	-6	-16	-15	43	-23	58	18	-20	18	-7	24.5	23	-12	-25	-3	64
52	5	-27	30	41	39	37	64	-11	-21	-8	26.5	17	23	50	-13	21	53	43	65	1	60	-16	2	10	7	-2	45	36	57	44	34	-6	0	-18	-3	-7	14	46	54	40	55	35	18	16	-17	49	59	-4	29	22	20	26.5	61	-25	42	15	11	-5	32.5	9	6	47	-23	8	12	62	38	-14	13	24	58	-19	-26	48	-22	4	56	-1	-12	-10	51	-20	19	26.5	-15	26.5	66	32.5	31	-9	-24	3	63
50	5	65	30.5	42	40	38	60	62	-22	-9	26.5	19	23	57	-12	22	51	44	64	4	56	-18	2	12	9	-3	45	37	54	13	35	-7	0	-19	-4	-8	16	6	52	41	53	36	20	18	-17	48	55	-5	29	-13	21	26.5	58	66	43	17	-26	-6	33.5	11	8	46	-24	10	14	59	30.5	-14	15	24	63	-20	-27	47	-23	-16	1	-1	39	-11	49	-21	61	26.5	-15	26.5	-2	33.5	32	-10	-25	3	7
38	-16	-21	53	-22	44	-24	33	34	30	47	-18	25	42	-27	-17	39	50	5	54	10.5	55	65	-13	64	43	-9	40	1	-2	59	22	51	-14	36	27	-1	17	21	10.5	46	-3	7	35	-20	14	-8	52	56	29	20	10.5	16	-4	61	-19	3	15	-10	24	-12	32	-23	0	49	-25	8	6	-5	31	18	-15	41	19	4	48	57	26	-7	63	60	-6	37	-26	28	58	45	62	23	2	13	10.5	66	-11
40	-12	-17	56	66	46	-23	37	-8	34	49	-13	30	43	-27	-15	41	-20	9	57	16	64	65	-10	63	44	58	-21	5	2	10	27	53	-9	38	32	3	22	26	16	48	1	12	16	-16	-3	-5	55	54	19	25	16	21	0	62	-14	6	20	-6	29	-25	36	-22	4	52	-24	13	11	-1	35	23	-11	51	24	8	50	59	31	-4	-18	61	-2	39	-26	33	60	47	45	28	-19	7	16	42	-7
39	-14	-17	55	-21	44	-23	36	-11	29	47	-15	33	41	-27	64	40	62	30	56	12.5	66	65	-13	63	42	27	-20	2	-1	5	26	51	-12	37	32	1	21	25	12.5	46	-3	7	12.5	52	-2	-8	54	53	16	24	12.5	20	8	61	-16	3	19	-7	17	-25	12.5	-22	35	50	-24	9	6	-4	34	22	0	49	23	4	48	57	31	59	-18	60	-5	38	18	-26	58	45	43	28	-19	-9	12.5	-10	-6
-16	-15	27	52	29	38	-19	26	1.5	22	42	-20	32	23	13.5	-26	-18	36	63	-24	1.5	-25	-21	-17	-12	-14	-22	-27	-7	19	-6	17	48	47	34	25	7	11	46	1.5	40	-8	-4	1.5	49	30	-13	51	50	6	15	1.5	10	-3	61	-23	1.5	18	62	8	41	1.5	16	21	45	1.5	33	-5	64	31	12	53	44	13.5	65	43	57	24	59	66	60	-11	35	9	28	58	39	37	20	54	56	-9	-10	55
-18	-17	28	51	30	39	-21	27	3.5	23	42	-22	33	24	15.5	-27	-20	37	60	-25	3.5	-26	-23	-19	-15	-16	-24	36	-5	20	-4	18	47	46	34	26	9	13	61	3.5	41	-9	-2	3.5	48	31	-14	49	50	8	17	3.5	12	-1	58	-8	3.5	19	59	10	64	3.5	-6	22	45	3.5	-7	-3	-12	32	14	52	44	15.5	63	43	54	25	56	65	57	-11	35	11	29	55	40	38	21	53	-13	-10	66	62
-18	-17	26	47	28	35	-21	25	3	22	38	-22	55	23	-27	-26	-19	33	60	-24	3	-25	-23	-20	-15	-16	49	32	-6	-8	-5	18	43	42	30	24	9	14	61	3	37	-11	-3	3	44	10	-14	45	46	8	17	3	13	-2	57	-10	3	19	59	11	58	3	-7	21	41	3	-9	-4	3	29	15	48	40	16	62	39	51	56	53	65.5	54	-12	31	12	27	52	36	34	20	50	-13	64	65.5	63
-18	-9	57	-24	-15	47	3	-7	24	60	-5	4	65	-6	18	-13	12	9	51	56	50	64	-27	10	61	16	-23	55	62	2	23	32	-4	8	-20	19	-8	41	-10	-1	29	53	26	39	-2	-21	46	43	-3	34	66	42	36	-14	-25	27	35	31	13	0	5	45	15	22	-16	-17	30	28	59	-26	11	-22	49	17	33	6	-19	58	7	-12	-11	48	63	38	37	1	25	14	40	20	21	54	52	44
65	47	36	56	31	64	59	55	37	33	44	-13	8	-19	22	-23	-6	-9	-27	-21	-7	-20	-16	-8	-22	-1	-4	-24	35	-14	27	19	15	52	46	51	4	17	62	30	14	3	16	23	26	11	-5	1	57	18	20	2	25	-25	21	-18	24	40	0	5	-12	10	12	29	45	-26	7	9	58	42	-2	-17	48	32	34	49	39	-10	66	53	41	-15	43	6	38	28	54	63	-11	13	60	61	50	-3
-12	-9	-18	-16	32	-10	50	45	9	46	51	-13	8	-3	-27	-14	54	61	58	-23	-22	59	-19	-7	-21	-1	-4	0	26	31	38	37	15	65	24.5	48	2	10	35	-15	19	47	30	21	53	43	39	52	-17	13	63	23	24.5	-26	6	3	18	41	-20	42	60	4	28	22	-6	17	33	27	36	5	29	49	62	20	56	-11	11	66	7	16	-24	1	-2	57	55	14	40	-8	-25	34	44	-5	64	12
-12	-9	-19	-16	31	-10	50	44	4	45	51	-13	1	-26	-27	49	55	54	61	-22	-21	59	-17	-7	-20	-2	-5	-1	25	30	37	36	14	65	23.5	47	2	9	34	-14	18	46	29	20	53	42	38	52	-15	12	63	22	23.5	-25	7	3	17	40	-18	41	62	5	27	21	-6	16	32	26	35	6	28	48	60	19	57	-11	10	65	8	15	-23	0	-3	58	56	13	39	-8	-24	33	43	-4	65	11
35	19	58	34	-12	24	10	61	41	42	51	9	23	1	28	45	12	13	27	-1	15	54	33	43	-2	20	14	-11	-23	31	47	65	-3	53	44	36	18	-18	-10	2	-24	4	-19	0	57	-16	32	60	5	63	66	-25	-9	-8	62	55	-17	-22	50	8	6	29	-6	21	49	22	-13	56	-7	-26	38	37	52	40	-20	-21	-15	46	59	64	-4	7	16	-27	25	-14	48	11	-5	30	3	17	26	39
7	58	61	-23	-12	13	-14	-5	-7	-17	-1	15	-25	11	-26	-6	37	8	-27	-4	20	-2	43	16	66	30	12	-13	65	50	47	40	26	10	51	57	25	27	48	55	45	23	39	0	62	41	21	32	4	34	36	33	-10	38	31	2	-16	46	60	14	1	-19	-11	29	54	28	42	53	44	49	22	-20	-15	52	-18	-24	17	6	64	18	59	5	-21	24	-22	56	9	-9	-8	35	63	19	3	-3
-9	49	66	-25	26	44	-19	41	58	62	-14	-4	29	-7	-26	-17	18	45	-27	-16	0	-13	63	-3	36	10	-6	-21	54	34	28	21	55	-8	35	53	5	6	31	43	25	3	20	-12	56	22	1	12	-11	15	17	13	9	19	11	57	14	27	52	-5	-10	30	-20	8	39	7	23	38	24	33	2	32	47	37	-22	60	61	64	46	-1	50	40	-2	4	-24	48	42	65	-18	16	59	-23	51	-15
-10	-6	-13	-25	28	50	-21	66	-20	43	-15	-4	31	-8	-26	-18	19	45	-27	-17	-1	-14	62	52	38	10	-7	-23	4	36	30	23	54	-9	37	61	3	5	33	44	27	1	22	15	55	24	8	12	-11	16	18	13	9	21	11	56	14	29	51	-5	-12	32	-22	7	41	6	25	40	26	35	0	34	47	39	20	59	60	64	46	-2	49	53	-3	2	-24	48	42	65	-19	17	58	57	63	-16
-3	2	-7	-22	34	-10	-19	47	-13	-21	-11	4	36	0	-26	-15	25	50	-27	-9	7	-8	48	5	42	16	1	-20	-25	40	55	29	57	-1	41	60	11	12	58	49	33	9	28	21	59	30	15	18	-4	22	24	19	-17	27	17	61	20	35	56	3	-24	37	-18	14	45	13	31	44	32	38	8	66	52	43	26	63	64	-2	51	39	54	-5	6	10	-23	53	46	-16	-14	23	62	65	-6	-12
-4	1	-7	-24	32	-9	-19	56	-16	66	-10	2	34	-2	-26	-14	23	3	-27	-8	5	-12	46	4	40	14	-1	-20	-25	38	55	27	57	-3	39	65	8	10	59	47	31	7	26	19	60	28	13	16	-5	20	22	17	-17	25	15	51	18	33	54	0	-23	35	-18	12	43	11	29	42	30	36	6	-21	49	41	24	62	63	64	48	37	53	44	58	9	-22	50	45	-15	-13	21	61	52	-6	-11
62	62	62	62	56	57	62	55	62	62	-17	-8	24	-11	-26	-20	15	41	-27	-16	-5	26	36	-6	31	5	-10	-22	-25	29	45	18	47	-12	30	62	-1	1	49	37	22	-2	17	10	50	19	4	7	-13	11	14	8	12	16	6	-7	9	23	44	-9	-24	25	-21	3	34	2	20	33	21	27	-3	62	39	32	46	53	54	-4	38	28	43	-14	48	0	-23	40	35	42	-19	13	52	51	-15	-18
62	16	-18	65	-24	64	59	36	47	61	-20	-10	49	-17	44	-23	14	-15	-27	-19	-7	26	37	-8	30	4	-12	2	-26	23	46	19	50	42	39	63	-3	-1	53	38	24	-4	18	9	54	21	3	6	-13	10	13	7	11	17	5	-9	8	25	41	-11	60	27	15	1	33	0	22	32	20	28	-5	34	58	31	48	56	57	-6	52	29	45	-14	51	-2	-25	43	35	66	-22	12	55	40	-16	-21
47	17	14	64	-22	27	60	36	61	-24	-18	-10	49	-15	-23	-21	15	-14	-27	-17	-7	52	37	-8	31	4	-12	2	-26	24	46	20	50	42	39	-16	-4	-1	54	38	25	-2	19	9	55	22	3	6	-13	10	13	7	11	18	5	-9	8	26	41	-11	62	28	16	1	34	0	23	33	21	29	-5	65	59	32	48	57	58	-6	53	30	44	45	51	-3	-25	43	35	66	-20	12	56	63	40	-19
-10	22	19	65	-21	-3	-22	41	49	-24	-16	-7	54	-12	-23	-20	20	-11	-27	-15	-4	-18	42	-5	35	8	-9	6	-26	29	52	25	55	47	44	-14	0	3	64	43	30	2	24	13	58	27	7	10	-13	14	17	11	15	23	9	-6	12	31	46	-8	66	32	21	5	38	4	28	37	26	33	-1	18	62	36	63	60	61	-2	57	34	50	51	56	1	-25	48	40	53	-19	16	59	39	45	-17
-12	16	66	65	61	-5	49	34	44	-25	-19	-9	51	-15	-24	-23	14	-13	-14	-18	-6	-21	35	-7	50	4	-11	13	-27	20	47	19	52	40	37	-17	-3	0	62	36	25	-1	18	9	55	22	3	6	-16	10	48	7	11	17	5	-8	8	26	39	-10	43	27	15	2	32	1	23	31	21	28	-4	64	59	30	60	58	56	24	54	29	45	46	53	-2	63	41	33	42	-22	12	57	-26	38	-20
65	11	63	-26	60	-9	46	31	40	14	-20	-13	49	-16	-25	-24	9	35	-15	-19	-10	-22	32	-11	48	-1	-14	8	-27	16	44	15	50	37	34	-18	-7	-4	61	33	21	-5	13	4	53	18	24	1	-17	5	45	2	6	12	0	-12	3	22	36	47	39	23	10	-2	29	-3	19	28	17	25	-8	66	58	27	59	57	54	20	52	26	41	42	51	-6	64	38	30	55	-23	7	56	62	43	-21
